transaction_amount,transaction_type,account_balance,device_type,location,merchant_category,daily_transaction_count,avg_transaction_amount_7d,failed_transaction_count_7d,card_type,card_age,transaction_distance,authentication_method,is_weekend,fraud_label,hour,day,month,day_of_week
120.64,3,93782.42,2,0,3,3,260.31,1,3,55,2667.54,3,0,0,20,5,4,2
10.78,3,90804.8,2,4,2,13,292.71,3,1,175,4524.38,0,0,0,5,19,9,1
144.46,0,61488.13,0,2,0,10,270.61,2,0,132,250.08,3,1,0,7,30,1,0
88.96,3,55909.96,2,0,2,3,453.98,0,1,213,983.31,2,0,0,12,14,12,3
130.32,1,89008.92,2,0,2,13,292.53,0,0,65,868.74,3,0,0,1,3,1,1
132.19,0,9834.1,2,0,3,2,21.33,3,2,125,3580.2,3,0,0,16,20,11,0
36.92,0,88944.0,2,4,1,13,45.32,0,1,179,4737.83,0,1,0,19,22,12,4
108.35,2,84021.96,0,3,4,7,107.46,1,0,74,2294.98,1,1,0,14,26,3,6
138.92,3,79065.17,2,2,3,8,237.93,2,0,64,115.7,1,0,0,6,28,2,1
14.15,3,41556.09,1,0,2,14,334.87,1,2,54,1759.31,2,0,0,16,8,12,4
163.25,0,76492.39,1,2,3,13,143.23,1,1,144,3166.43,0,0,0,16,21,7,4
12.45,2,76226.77,0,4,4,1,37.53,1,1,235,2406.84,2,1,0,21,24,8,3
17.68,3,3232.89,0,0,1,9,326.26,2,1,131,2332.91,0,0,0,16,26,8,5
47.47,1,88891.14,1,2,1,13,280.28,4,2,235,4124.77,1,0,1,0,17,3,4
53.25,2,16778.32,2,0,3,3,448.9,3,0,31,519.39,3,1,0,15,12,3,6
112.79,0,17918.19,1,3,2,9,45.15,4,0,185,3554.64,1,0,1,9,12,12,1
61.63,1,83945.16,0,1,3,9,384.54,1,3,20,1467.94,0,0,0,18,2,6,4
29.33,3,77088.11,2,4,0,2,43.22,2,3,10,2139.4,0,0,0,17,7,12,3
309.57,1,78961.0,0,2,0,12,239.77,4,0,34,2406.15,1,0,1,12,8,3,2
138.97,0,86518.4,0,3,3,4,116.23,2,0,179,1430.12,0,1,1,12,30,8,2
82.54,2,68072.25,1,4,2,2,489.37,3,3,182,4565.13,2,0,0,2,3,5,2
127.77,3,86748.49,0,0,4,10,104.5,0,2,19,3138.45,2,0,0,2,6,5,5
132.62,0,60756.33,2,4,4,11,90.24,1,2,113,477.77,0,1,0,7,7,8,0
163.08,1,47423.4,1,3,3,2,351.72,4,1,71,3793.6,2,0,1,17,20,10,4
176.05,1,70372.34,1,4,2,11,105.39,2,1,48,3595.89,3,0,0,21,2,5,1
197.84,3,69594.91,2,1,4,2,338.2,2,1,147,1420.78,1,0,0,21,10,3,4
14.62,1,68583.35,1,1,1,3,254.08,0,1,197,478.45,2,0,1,6,19,2,6
248.94,0,54443.87,2,0,0,12,335.95,0,2,89,2594.43,0,0,0,15,3,5,2
38.59,1,35803.66,1,1,2,5,477.88,0,0,169,629.07,2,0,0,8,23,4,6
87.24,3,60280.81,2,2,0,7,486.23,2,2,34,4000.74,0,1,1,6,1,8,1
7.43,1,68966.01,2,0,3,10,112.94,1,1,23,1509.54,1,0,0,13,15,8,1
55.74,0,80410.4,0,1,3,13,228.84,4,2,64,2828.61,2,0,1,22,13,9,2
281.76,1,96202.49,2,0,0,1,38.27,4,3,151,335.82,2,0,1,20,23,11,3
190.34,2,77323.92,2,3,0,7,435.48,3,3,158,4209.8,3,0,0,17,29,6,3
39.45,0,95361.49,0,2,2,4,87.19,1,1,213,3605.07,3,0,0,5,16,7,6
13.39,2,28123.21,0,1,0,8,415.84,0,3,199,436.85,3,1,1,8,17,11,4
71.42,0,44821.62,2,3,3,12,339.45,0,3,113,3592.84,3,1,0,6,4,1,2
16.76,3,76304.43,1,3,1,10,34.41,0,1,153,4735.19,1,0,0,2,16,12,5
311.23,2,39686.52,1,3,1,14,238.34,3,2,226,4378.68,3,1,0,20,17,7,0
112.49,3,7913.58,2,4,3,12,255.25,3,1,58,2352.11,3,0,1,18,12,1,3
242.77,3,42067.3,0,4,0,13,285.27,4,1,64,922.25,2,0,1,16,21,1,5
162.25,1,60564.18,2,0,4,12,172.74,0,1,206,4583.68,2,1,0,20,4,10,2
3.63,1,83548.97,0,1,4,2,194.7,2,2,183,2393.34,2,0,0,6,30,7,6
85.73,3,23779.01,0,3,3,14,267.86,2,0,120,3221.32,2,0,0,21,29,12,4
134.75,2,4178.52,1,0,3,10,347.06,3,1,31,803.56,1,0,0,4,4,1,2
77.22,0,58781.86,2,4,1,6,317.58,2,1,151,3180.74,1,1,0,9,1,6,3
31.53,1,41904.31,0,0,0,9,221.82,0,3,127,1929.58,3,0,1,9,9,6,4
174.34,1,83368.15,0,3,3,8,263.24,0,1,123,754.04,2,0,0,21,11,7,1
102.28,3,41804.12,2,0,4,1,450.41,4,2,219,4460.74,3,1,1,10,2,4,6
128.85,3,13982.43,0,1,0,5,232.45,0,2,214,3488.86,2,0,0,11,10,2,4
33.03,2,80487.49,0,0,4,3,176.57,2,2,88,4772.94,1,0,0,8,21,8,0
75.05,0,56994.35,2,0,2,1,431.39,1,0,42,4370.16,1,1,0,21,1,7,5
3.2,1,74420.72,2,4,2,3,137.78,1,2,42,3886.77,0,0,0,15,8,2,2
27.78,3,40638.17,2,4,1,9,242.91,1,0,199,4407.7,1,0,0,21,31,7,0
94.05,3,56492.49,0,0,4,6,439.64,4,3,70,4607.17,2,0,1,8,2,8,2
226.11,0,84271.26,2,2,4,5,81.68,1,1,123,1982.57,2,0,0,0,2,3,3
62.87,2,56714.27,2,1,3,1,183.91,0,1,103,1025.16,2,1,1,18,17,11,4
191.24,0,19855.95,0,4,4,6,327.15,4,0,15,3349.69,3,0,1,15,21,3,1
67.66,3,88275.65,2,1,2,7,396.49,2,0,36,1704.04,0,1,0,12,19,5,4
327.61,2,90646.74,2,3,3,2,166.52,0,2,47,4184.89,3,0,1,9,23,7,6
27.73,0,7478.8,2,1,1,13,244.17,1,2,20,1122.66,0,0,0,18,23,7,6
4.81,3,28909.11,0,4,1,2,164.04,0,2,84,1212.32,2,0,0,12,5,4,2
33.78,2,78209.69,1,0,1,5,377.18,3,0,215,3495.27,1,0,0,3,23,11,3
102.86,3,8698.75,0,3,3,11,195.8,0,3,39,577.45,0,1,0,18,14,1,5
90.47,1,49271.08,2,0,0,7,95.78,4,2,186,3518.41,3,0,1,11,1,10,6
31.96,2,62106.91,0,2,2,14,25.1,1,0,192,208.11,2,1,0,15,11,9,0
26.42,3,87047.86,0,1,3,3,457.06,1,3,192,3222.66,3,1,0,23,22,6,3
2.96,3,97683.67,1,3,2,12,346.54,2,3,214,582.34,0,0,0,2,10,10,1
104.34,2,45342.05,0,3,3,3,128.18,2,0,94,3992.76,3,1,0,7,10,2,4
162.25,1,9875.03,0,2,2,9,170.14,0,3,131,4348.04,1,0,0,10,18,11,5
11.86,3,55033.64,1,3,3,11,332.77,3,0,91,3462.0,1,0,0,3,21,5,6
274.4,0,81697.59,1,4,3,11,79.84,2,2,162,4542.04,3,1,0,17,23,9,5
98.23,1,31552.59,0,4,1,2,70.51,1,0,228,3898.81,0,0,0,13,12,7,2
110.1,0,86293.7,0,1,2,10,90.31,3,1,113,3535.54,1,0,0,0,25,9,0
23.38,2,25213.1,2,1,4,14,456.61,1,3,105,3462.95,2,1,0,11,17,4,0
114.46,3,27760.59,0,4,0,7,130.95,1,0,177,4314.3,0,0,0,13,24,2,4
56.56,0,69469.58,1,3,2,5,183.21,2,0,214,1159.4,0,0,0,14,21,10,5
10.93,3,25611.65,2,0,0,5,62.29,1,2,200,4028.64,3,0,0,17,15,1,6
26.67,0,79940.66,0,4,4,3,451.76,3,0,206,1908.97,0,0,0,10,13,1,4
4.07,0,75942.97,2,2,4,6,464.07,4,1,67,2981.16,1,0,1,18,3,6,5
58.85,3,51736.11,0,0,4,4,207.02,2,3,95,492.99,0,0,0,13,17,3,4
375.61,3,14226.15,1,1,0,7,477.75,4,1,25,1317.34,1,0,1,21,14,4,4
1.99,3,4919.2,0,4,3,13,138.18,4,3,104,4742.7,2,1,1,22,29,3,2
316.8,0,84045.08,0,3,4,10,198.49,1,2,222,3568.88,1,1,0,22,26,4,2
95.18,3,40110.95,2,3,0,8,24.73,0,0,31,188.5,2,0,0,4,2,5,1
44.26,0,43874.11,1,0,3,6,276.86,2,1,179,1925.67,3,1,0,21,28,11,1
60.14,1,82297.69,0,1,2,9,145.69,3,2,122,4138.13,0,1,0,14,9,10,0
19.06,1,40445.23,1,0,3,6,374.24,0,3,120,3990.8,0,0,1,23,9,3,3
11.4,2,88849.43,1,0,1,14,27.12,2,2,219,3090.63,3,0,1,4,22,6,3
71.32,2,21338.76,1,4,4,3,234.26,0,1,129,1720.58,2,0,0,17,14,10,5
17.77,3,18351.13,1,0,0,5,106.38,0,0,128,4839.97,0,0,0,8,2,5,1
79.38,1,22587.04,2,2,1,7,106.1,3,0,22,3778.53,2,0,1,13,7,4,4
57.45,1,35944.74,0,2,1,1,99.56,3,2,163,352.74,1,0,0,4,1,1,6
124.31,3,26649.96,0,2,2,7,410.08,4,0,31,3248.48,1,1,1,21,4,10,2
10.48,2,82488.53,0,4,2,11,447.76,3,1,29,1213.02,0,0,0,23,26,2,6
15.88,3,29873.26,1,3,1,8,461.2,2,2,179,3722.08,3,0,0,21,16,6,4
138.75,1,33996.6,1,3,1,2,310.64,2,0,170,1521.77,2,0,1,3,21,6,2
10.92,2,61013.94,2,4,3,11,119.32,0,1,19,2500.44,3,0,0,11,17,3,4
156.82,1,56676.36,2,2,3,8,50.92,2,3,157,920.27,0,1,0,22,11,6,6
39.74,3,12597.34,1,0,2,2,218.1,2,1,124,1755.18,2,1,0,18,11,2,5
80.25,1,49170.76,0,0,4,10,189.35,1,1,70,877.27,1,0,0,18,29,4,5
64.03,3,87062.46,0,2,2,11,323.73,2,3,27,1151.48,0,0,0,19,19,9,1
35.43,0,4130.25,0,2,2,3,389.33,0,1,68,4749.24,2,1,0,12,2,10,0
19.04,2,67785.24,2,1,0,9,337.49,3,1,32,1868.6,2,0,0,9,4,10,2
38.67,2,7139.73,1,4,1,1,344.95,4,1,64,2360.51,2,0,1,16,4,6,6
38.48,3,50000.11,1,2,0,10,164.17,3,3,154,2248.53,0,0,0,1,19,3,6
62.02,3,37786.22,2,1,1,4,470.01,2,3,136,3526.83,1,0,0,8,11,11,5
82.38,3,67521.5,1,4,1,6,334.62,2,0,40,3321.76,3,0,0,16,19,2,6
278.23,1,85819.08,2,4,0,3,20.92,1,3,155,4225.36,0,0,0,8,11,4,1
16.95,1,13712.1,1,1,3,5,380.87,4,3,7,1544.08,2,1,1,5,5,12,1
18.97,2,22655.65,2,1,3,14,49.48,1,2,38,3013.81,3,0,0,16,2,12,5
41.85,2,82489.47,1,4,3,1,404.43,2,0,79,3830.01,0,0,0,12,22,8,1
273.44,1,31383.3,0,4,2,10,193.36,0,0,39,4516.43,2,1,0,7,6,12,2
25.05,2,63567.48,0,0,1,6,397.81,3,0,109,4336.82,0,0,0,6,11,11,5
17.39,2,92463.73,2,4,3,11,147.03,2,1,27,504.86,3,1,0,13,21,6,2
17.96,2,25899.86,2,1,3,8,127.74,3,2,72,3945.52,0,1,0,8,31,1,1
30.32,0,97097.5,1,4,0,14,155.66,0,3,115,786.63,0,0,0,12,20,12,2
108.87,3,3387.98,1,3,3,4,142.2,2,2,43,1650.55,0,0,0,6,26,12,1
15.9,1,5976.9,0,0,0,14,107.61,1,1,206,1933.74,2,0,0,15,6,8,6
286.45,0,30799.55,1,2,3,6,424.89,1,2,106,3017.41,1,1,0,11,6,11,0
84.21,0,82629.78,0,0,3,10,434.91,2,0,150,4640.53,1,0,0,0,5,2,6
173.07,3,14953.99,0,1,1,13,239.98,3,3,203,1422.07,2,0,0,6,4,6,6
188.2,0,15438.63,2,3,4,14,413.0,3,0,172,2159.53,3,0,0,6,25,2,5
19.41,2,44850.81,2,2,1,3,105.33,1,0,108,4502.09,3,0,0,19,30,10,0
74.93,2,40246.28,1,4,0,7,320.63,1,1,110,2954.73,0,0,0,23,24,12,6
188.36,3,29454.31,2,4,1,5,54.62,4,0,55,767.31,1,0,1,20,22,2,2
54.12,2,89045.51,1,0,3,11,25.16,2,0,217,611.19,0,0,0,1,13,9,2
30.56,0,26756.55,2,0,3,12,117.46,2,0,9,4128.63,0,0,1,0,1,6,3
6.44,2,63381.34,2,2,4,2,422.71,4,1,50,2311.19,1,0,1,14,13,2,0
111.96,1,11826.94,0,2,2,8,383.79,2,1,135,494.93,2,0,0,18,19,9,1
3.39,2,33780.63,2,3,4,8,152.14,3,1,221,1139.82,2,0,0,12,14,1,5
60.34,3,14149.05,2,2,2,3,260.12,3,3,108,3456.12,1,0,0,21,6,6,1
81.06,3,58762.51,2,0,1,12,152.75,3,0,178,1407.66,1,1,0,15,7,11,1
75.29,1,44396.92,2,3,0,8,161.65,3,0,141,4564.32,2,0,0,14,27,12,2
96.64,1,62715.93,0,2,3,14,37.78,3,3,212,3254.58,2,0,0,17,20,6,1
28.62,0,3164.17,0,0,4,14,488.64,4,3,78,583.43,0,0,1,5,18,9,0
34.49,1,53466.1,1,2,2,14,485.75,1,3,54,3551.02,1,1,1,1,25,3,5
28.02,0,9103.47,2,0,3,10,240.11,4,0,140,628.23,3,0,1,3,28,9,3
139.33,1,95161.01,2,1,1,8,376.39,3,2,135,526.67,1,1,0,8,3,7,0
247.9,3,61996.1,1,0,3,5,185.73,2,3,16,1036.48,3,1,0,8,9,7,6
14.05,0,69675.59,1,0,2,8,39.58,3,3,62,2345.95,3,0,0,9,1,9,4
22.43,0,31058.87,1,4,4,2,98.96,3,0,179,3354.65,1,1,0,4,4,5,3
202.51,2,68017.24,2,2,2,2,392.01,1,1,61,3378.04,3,0,0,3,10,9,6
110.33,0,12697.19,1,3,4,13,237.16,2,2,198,3030.29,3,0,0,18,23,9,5
52.93,0,30843.21,0,4,1,12,93.33,3,3,116,790.81,1,1,0,2,3,4,0
101.5,3,37824.71,1,0,3,10,64.33,2,2,104,2564.21,0,0,0,8,8,7,5
115.52,1,45373.66,0,2,1,11,204.02,2,1,143,3856.3,0,0,1,15,24,1,1
96.34,1,51049.87,0,2,0,14,50.22,0,2,135,3376.46,2,1,0,9,4,1,2
14.49,2,26009.8,1,2,3,14,120.86,2,3,183,1435.64,3,0,0,15,22,12,4
46.84,0,40484.31,0,0,2,6,464.66,2,3,36,2085.7,1,0,0,5,13,12,2
4.19,3,39363.2,0,3,0,4,159.69,1,0,217,3383.28,1,0,0,11,1,7,5
165.42,3,5561.2,2,3,0,1,206.69,0,2,201,2644.02,3,1,0,14,23,5,1
70.36,0,14064.72,2,4,2,1,192.15,1,2,198,1404.68,1,0,0,12,8,6,3
37.4,2,46121.79,1,1,1,5,191.45,3,3,192,1401.61,3,0,0,23,30,6,4
172.07,1,7576.16,1,4,3,9,77.22,2,2,28,738.67,1,0,0,18,14,3,1
8.55,1,3809.48,1,2,0,8,284.6,2,3,75,2532.28,3,1,1,0,16,11,3
67.71,1,42240.99,0,4,1,7,194.86,0,1,81,2245.09,3,0,0,15,14,7,4
217.48,2,74639.92,0,0,4,3,425.39,2,3,43,1039.83,3,1,0,5,5,12,1
17.92,0,31894.61,0,4,4,8,377.52,0,2,174,1392.13,3,0,1,4,30,9,5
126.79,2,90533.82,2,4,2,1,411.21,4,1,34,783.22,1,0,1,20,21,1,5
54.9,2,88995.82,1,3,0,3,160.32,3,0,194,3450.27,2,0,0,18,23,4,6
105.24,1,59834.42,0,3,1,1,215.33,3,1,21,1491.8,3,0,1,21,30,8,2
73.38,0,7512.31,2,4,4,9,298.37,2,2,156,2447.08,3,1,0,15,3,2,4
74.9,2,37608.26,0,0,1,4,289.52,4,0,68,3613.12,1,0,1,11,17,12,6
85.56,1,22875.83,0,4,4,4,326.38,1,2,163,1396.51,1,1,0,18,17,5,2
116.13,0,11135.07,1,2,1,3,385.12,1,0,65,2587.9,0,0,0,15,24,11,4
32.11,2,83975.87,2,0,3,9,78.38,3,1,164,2789.98,3,0,0,18,10,9,6
16.47,0,26195.48,1,4,0,13,386.0,4,3,201,2743.7,1,0,1,8,12,7,2
63.66,1,41675.45,1,0,3,6,291.43,2,0,231,1291.33,2,0,0,19,28,4,4
2.82,1,55342.14,0,2,1,3,331.43,3,2,53,683.85,2,0,1,20,5,11,6
255.65,2,4372.23,1,2,0,8,378.75,4,2,170,4128.95,1,0,1,12,10,5,2
6.87,0,88502.8,1,1,4,7,252.27,0,1,148,3334.12,1,0,0,18,22,11,2
45.01,2,89692.8,1,4,2,13,218.63,3,0,33,4262.49,0,0,0,19,8,4,5
32.64,0,31046.88,0,1,0,10,69.98,0,3,177,4681.8,0,1,0,11,7,1,5
247.24,0,42987.91,1,4,0,14,176.89,4,3,12,3732.09,1,1,1,18,31,8,3
383.8,3,17239.46,2,4,2,3,33.11,2,3,171,4048.92,0,0,0,10,22,4,5
47.97,2,18557.75,0,0,2,7,479.59,3,0,76,3948.55,3,1,0,14,12,11,6
71.65,3,58419.27,2,2,0,7,353.72,3,1,15,2215.31,3,0,0,13,29,1,6
132.14,1,56038.55,0,0,2,14,374.63,4,2,140,3643.18,3,0,1,20,9,8,2
5.82,1,65237.0,1,3,4,7,433.89,1,1,87,4155.38,0,0,0,15,10,5,2
84.65,1,75475.3,2,0,4,11,438.49,4,2,132,3990.76,1,0,1,14,22,6,3
16.43,2,40980.56,1,1,0,2,47.96,1,2,14,3122.55,1,0,1,6,29,1,6
106.89,1,23663.12,2,4,2,3,297.41,2,2,167,836.36,2,0,0,11,18,6,6
78.38,2,43724.24,2,4,3,6,109.13,0,3,148,310.62,0,1,0,12,25,8,4
35.14,3,49625.45,0,0,3,14,427.63,4,2,139,2618.54,0,0,1,10,24,2,4
40.07,0,21473.1,2,4,2,11,202.6,2,3,19,2420.56,1,1,1,17,23,1,0
98.91,2,92182.63,0,3,1,8,28.43,0,0,227,3446.41,1,0,0,13,10,8,3
25.02,2,27187.64,0,1,2,8,171.4,4,3,108,1587.08,1,1,1,1,25,6,6
7.54,0,87584.49,0,1,1,6,254.88,4,2,117,1563.33,3,0,1,22,5,6,0
13.73,3,66369.17,1,4,2,8,286.26,0,2,192,193.4,0,0,0,15,26,6,0
3.14,3,77848.11,1,4,1,14,343.16,2,3,86,1224.3,0,0,0,7,30,8,2
34.89,1,80344.34,1,1,1,2,404.52,4,1,81,4547.25,1,0,1,22,11,8,4
108.77,2,54180.8,2,4,0,11,179.37,0,0,10,381.66,3,1,0,21,9,2,3
166.68,1,16222.17,2,2,3,8,44.22,3,3,199,201.84,2,0,0,8,17,1,1
294.68,2,15208.82,0,4,3,13,378.97,4,1,115,4068.53,2,1,1,9,12,1,3
247.09,2,67510.43,0,3,4,2,357.53,0,2,204,1236.63,2,0,0,1,1,3,2
110.23,1,54559.55,2,3,2,10,264.89,0,0,17,3806.1,3,1,0,13,2,7,6
48.31,1,13695.81,0,2,1,14,197.45,2,1,171,4386.79,2,1,0,15,5,2,6
255.76,3,61450.3,0,1,3,10,289.16,2,3,233,1913.86,0,0,1,2,26,7,2
382.82,2,95398.78,2,4,4,6,308.41,4,1,167,4143.66,2,0,1,13,21,1,5
74.14,0,92709.16,1,3,2,9,445.27,0,1,117,4250.8,3,0,0,12,25,9,0
112.24,1,57782.32,1,1,0,12,238.29,2,2,160,4521.86,1,0,0,3,26,5,4
92.32,0,77737.35,2,1,4,10,240.2,2,1,52,3127.6,3,0,0,11,5,9,1
76.11,1,97077.58,2,3,1,2,123.91,3,2,160,1838.09,1,1,0,19,9,11,3
48.53,3,95942.76,2,2,3,2,289.12,1,0,118,1186.01,3,1,0,3,15,1,6
334.04,0,72116.24,1,3,0,11,426.7,2,0,24,1550.0,1,0,0,12,26,4,2
220.72,2,94522.87,0,4,1,9,403.0,1,3,83,3040.27,3,1,0,22,4,6,6
39.01,3,12937.56,2,0,2,14,413.95,2,0,23,811.03,3,0,0,3,7,9,3
93.16,0,57633.18,0,3,0,8,433.03,2,3,66,3269.11,3,0,0,13,13,9,2
145.35,2,5665.8,0,0,4,8,459.11,1,0,172,1536.2,1,1,0,21,16,7,6
203.85,0,16168.79,0,4,4,8,268.71,1,2,92,798.57,3,0,0,2,30,3,3
99.36,2,30768.35,2,0,3,4,148.44,1,0,112,2303.73,1,0,0,11,30,9,5
41.96,3,12898.86,2,0,0,13,447.77,0,3,23,2734.43,3,1,0,8,27,9,2
35.1,2,49941.43,1,0,0,2,320.24,1,2,80,3464.85,1,0,0,9,24,12,6
134.31,3,55687.1,1,2,2,5,311.31,3,2,13,1457.23,2,0,0,16,17,11,4
25.64,1,50160.33,1,1,0,3,232.54,0,0,27,463.23,3,0,0,17,21,3,1
220.43,0,20961.6,0,0,4,5,76.3,3,2,96,1991.45,0,0,0,13,31,10,1
16.55,3,13329.81,0,4,4,1,257.81,4,2,131,3172.03,2,0,1,23,13,11,0
33.81,2,63939.12,0,0,1,11,378.43,0,1,66,2229.96,3,0,0,16,6,8,6
118.66,1,70413.15,1,1,1,9,85.7,3,2,90,2079.87,2,0,1,10,7,4,4
58.17,0,30976.1,1,0,4,1,60.09,3,1,123,3873.75,2,1,0,19,15,5,0
176.33,3,63300.28,2,3,3,3,178.63,3,3,141,2570.12,1,0,1,21,1,9,4
96.06,3,97242.42,0,2,2,11,199.41,0,2,156,4123.8,1,0,0,2,20,11,0
24.18,1,7958.75,2,2,1,2,357.32,3,1,217,1676.96,0,0,0,11,5,12,1
118.68,1,95356.17,0,4,3,3,198.21,2,3,179,1067.36,2,1,0,1,15,2,2
160.2,1,73488.55,1,0,1,12,359.03,4,1,15,478.47,2,1,1,19,30,4,6
33.89,0,34943.15,2,2,4,5,39.95,4,2,211,3045.9,1,0,1,17,18,3,5
134.59,0,88538.55,0,1,3,13,131.74,0,1,203,2044.79,3,0,0,10,13,7,3
301.18,0,11953.23,0,0,3,10,98.1,0,1,171,2069.08,0,0,0,11,29,11,2
27.78,3,10698.25,1,4,0,13,403.12,2,0,120,278.12,2,0,1,11,30,4,6
22.51,1,79248.51,0,0,1,8,189.5,4,1,73,674.26,2,0,1,22,7,10,5
29.67,3,88624.15,2,1,1,9,170.94,4,3,229,4351.61,0,0,1,15,8,9,4
142.3,2,57007.33,1,3,2,5,88.92,3,2,84,3967.11,1,1,0,17,3,1,1
195.57,1,14554.13,1,1,1,8,33.23,1,2,75,783.01,3,0,1,6,22,2,2
85.46,3,52015.19,0,3,3,14,483.73,4,3,225,2375.29,1,1,1,22,2,11,3
24.76,3,73220.94,0,3,3,4,171.95,4,1,81,4742.63,0,0,1,12,2,12,5
7.49,1,39129.5,0,2,0,5,416.51,3,2,105,2486.11,2,1,0,11,17,7,0
26.66,3,57202.91,0,4,0,13,100.75,4,1,144,3754.36,2,0,1,8,21,1,5
75.82,1,95904.54,2,1,4,8,357.05,0,0,202,1797.01,2,0,0,2,21,7,4
260.07,2,30327.16,2,0,1,12,254.19,0,2,199,1302.17,3,0,0,5,9,10,0
111.08,1,82090.25,1,3,2,13,154.85,4,3,171,2752.77,3,0,1,0,14,10,5
71.34,3,31228.01,1,3,3,14,103.98,1,3,110,807.88,3,0,1,5,28,1,5
22.09,3,10860.05,0,4,1,4,327.84,0,2,129,3576.21,3,1,0,23,15,1,6
17.31,2,6310.65,0,3,3,9,450.03,4,2,69,236.21,1,0,1,13,17,5,2
27.61,3,22922.07,2,2,0,5,24.61,0,2,42,2677.09,1,1,0,10,15,7,5
146.96,0,17520.89,1,3,3,5,372.93,4,1,154,1938.11,0,0,1,19,2,6,4
54.2,3,93666.71,2,3,4,1,52.22,4,0,231,3222.29,1,1,1,9,1,7,5
121.55,1,38863.67,0,1,2,4,461.35,2,2,158,391.78,2,0,1,23,8,1,6
143.5,1,56331.01,0,2,1,11,53.79,2,1,115,4127.86,0,0,0,16,11,9,0
121.77,3,44463.11,2,1,4,11,148.31,2,2,176,3227.02,0,0,0,12,7,1,5
238.88,3,55878.45,1,4,2,3,289.54,2,3,155,4306.57,3,0,0,3,8,5,0
7.97,1,76352.42,1,2,4,12,439.46,2,3,199,2553.44,3,0,1,20,5,9,1
184.5,3,24657.93,1,2,3,14,113.42,4,0,108,4540.44,2,1,1,2,17,11,4
34.19,0,62163.9,0,1,4,1,400.95,3,3,59,3418.36,3,1,0,4,26,3,6
27.61,1,87813.37,2,1,3,10,401.47,0,1,162,2394.91,3,1,0,9,17,11,4
10.38,1,6304.15,1,1,4,10,234.45,4,1,182,604.96,0,0,1,2,19,9,1
19.28,3,26471.12,1,4,4,10,449.4,1,0,82,4547.04,2,0,0,22,27,1,4
209.06,1,50640.67,2,3,0,3,229.85,3,1,85,2835.83,1,0,0,11,29,7,5
48.58,2,36998.07,1,4,4,12,430.34,0,2,181,556.31,0,1,0,21,15,4,5
2.68,3,42609.78,1,2,2,8,358.43,0,0,78,1449.39,3,0,0,3,18,4,1
33.49,3,10620.06,0,2,1,13,105.86,0,2,216,4739.47,0,0,0,17,26,3,6
23.28,2,65946.3,1,0,0,10,451.97,1,3,49,1919.19,2,0,0,14,2,4,6
58.66,3,81415.34,1,2,4,12,116.11,0,3,31,3158.74,3,0,0,11,21,6,2
94.19,2,8430.7,1,4,1,5,91.59,1,0,229,3633.02,1,0,0,18,12,6,0
30.48,2,88980.25,0,1,1,8,458.77,2,0,200,3409.96,1,1,0,11,1,7,5
267.54,0,17184.77,1,3,4,4,387.1,4,3,127,4317.36,1,0,1,3,4,7,1
124.08,2,4877.11,0,3,3,6,89.34,2,1,77,2503.91,1,0,0,13,17,6,5
153.12,2,16485.44,1,2,3,10,459.98,2,0,127,4728.63,1,0,0,19,5,9,1
54.82,2,91541.98,2,1,3,3,267.99,3,3,215,4118.48,2,1,1,16,22,12,4
183.44,1,71082.51,0,0,0,14,181.66,2,1,75,4181.86,0,1,0,2,2,6,4
25.04,0,23485.32,2,4,0,3,280.43,1,0,139,2823.47,1,0,0,2,10,2,4
15.37,3,8835.53,1,0,4,9,194.95,4,0,135,119.48,1,0,1,13,9,6,4
337.16,1,42465.11,0,0,2,14,222.64,0,1,9,4546.39,0,0,0,16,1,9,4
277.11,3,89411.34,1,1,3,7,401.51,1,3,15,1312.78,1,0,0,7,30,4,6
140.17,1,29173.41,2,4,3,8,57.66,4,0,24,463.44,1,0,1,2,1,8,1
78.77,2,95653.46,1,4,0,6,194.93,2,0,61,3126.67,0,0,0,6,25,6,6
12.41,1,92207.52,0,0,3,1,43.26,4,0,74,4042.36,1,0,1,6,2,12,5
26.54,2,26837.26,1,4,0,3,49.48,2,0,152,3208.13,1,0,0,9,21,12,3
34.26,0,21497.25,2,3,0,4,452.95,1,3,114,1267.95,0,0,1,18,21,1,5
174.55,3,42687.82,0,2,3,2,346.73,0,1,158,2632.28,1,1,0,15,11,12,0
257.06,1,45556.83,1,3,4,3,203.79,3,1,76,4474.56,0,0,0,15,22,3,2
117.58,0,87987.75,1,1,0,14,233.41,3,0,34,3088.72,3,0,0,11,26,3,6
34.25,1,6230.88,1,1,3,11,269.85,2,3,229,1208.61,2,1,0,15,30,9,5
43.97,0,24482.38,1,1,2,10,20.44,0,0,73,4644.26,2,1,0,0,6,12,2
127.27,3,58334.9,2,4,1,1,125.31,2,3,74,2609.42,0,1,0,5,22,11,2
134.32,3,10816.63,0,3,4,13,125.4,1,3,33,3214.69,2,1,0,23,24,10,1
174.4,3,43656.59,0,0,1,12,418.21,1,1,143,2177.4,3,0,0,23,6,12,2
182.48,3,14816.53,2,4,3,7,243.24,2,3,32,4135.99,2,0,0,14,22,6,3
121.28,1,18838.61,1,1,3,13,63.21,3,1,19,4436.88,2,0,0,6,12,5,4
196.43,1,58308.39,1,3,2,9,266.91,2,2,137,1452.45,2,0,0,16,14,2,1
